Rainfall_MM;Year;Statistics;Country;ISO3;
24.3699;1950;Mar;Average;Belgium;BEL
90.084;1950;Apr;Average;Belgium;BEL
70.8335;1950;May;Average;Belgium;BEL
60.2805;1950;Jun;Average;Belgium;BEL
81.5694;1950;Jul;Average;Belgium;BEL
83.8841;1950;Aug;Average;Belgium;BEL
104.952;1950;Sep;Average;Belgium;BEL
36.5845;1950;Oct;Average;Belgium;BEL
138.276;1950;Nov;Average;Belgium;BEL
105.111;1950;Dec;Average;Belgium;BEL
97.7356;1951;Jan;Average;Belgium;BEL
53.8172;1951;Feb;Average;Belgium;BEL
99.6613;1951;Mar;Average;Belgium;BEL
79.092;1951;Apr;Average;Belgium;BEL
78.9406;1951;May;Average;Belgium;BEL
88.4862;1951;Jun;Average;Belgium;BEL
71.6541;1951;Jul;Average;Belgium;BEL
113.135;1951;Aug;Average;Belgium;BEL
80.7093;1951;Sep;Average;Belgium;BEL
22.0671;1951;Oct;Average;Belgium;BEL
118.5;1951;Nov;Average;Belgium;BEL
73.5898;1951;Dec;Average;Belgium;BEL
132.605;1952;Jan;Average;Belgium;BEL
74.2363;1952;Feb;Average;Belgium;BEL
80.9947;1952;Mar;Average;Belgium;BEL
20.0145;1952;Apr;Average;Belgium;BEL
45.3767;1952;May;Average;Belgium;BEL
42.1324;1952;Jun;Average;Belgium;BEL
73.6121;1952;Jul;Average;Belgium;BEL
113.938;1952;Aug;Average;Belgium;BEL
96.1965;1952;Sep;Average;Belgium;BEL
90.4664;1952;Oct;Average;Belgium;BEL
141.528;1952;Nov;Average;Belgium;BEL
131.326;1952;Dec;Average;Belgium;BEL
28.2489;1953;Jan;Average;Belgium;BEL
69.6359;1953;Feb;Average;Belgium;BEL
12.4128;1953;Mar;Average;Belgium;BEL
62.3518;1953;Apr;Average;Belgium;BEL
45.297;1953;May;Average;Belgium;BEL
97.5974;1953;Jun;Average;Belgium;BEL
99.0066;1953;Jul;Average;Belgium;BEL
65.3072;1953;Aug;Average;Belgium;BEL
53.9223;1953;Sep;Average;Belgium;BEL
18.3304;1953;Oct;Average;Belgium;BEL
20.2115;1953;Nov;Average;Belgium;BEL
38.5651;1953;Dec;Average;Belgium;BEL
68.526;1954;Jan;Average;Belgium;BEL
46.8139;1954;Feb;Average;Belgium;BEL
48.8905;1954;Mar;Average;Belgium;BEL
29.6725;1954;Apr;Average;Belgium;BEL
45.599;1954;May;Average;Belgium;BEL
76.7258;1954;Jun;Average;Belgium;BEL
107.559;1954;Jul;Average;Belgium;BEL
133.812;1954;Aug;Average;Belgium;BEL
103.879;1954;Sep;Average;Belgium;BEL
77.033;1954;Oct;Average;Belgium;BEL
58.673;1954;Nov;Average;Belgium;BEL
73.9598;1954;Dec;Average;Belgium;BEL
83.0182;1955;Jan;Average;Belgium;BEL
80.8655;1955;Feb;Average;Belgium;BEL
31.359;1955;Mar;Average;Belgium;BEL
20.9521;1955;Apr;Average;Belgium;BEL
96.0649;1955;May;Average;Belgium;BEL
62.0524;1955;Jun;Average;Belgium;BEL
45.2935;1955;Jul;Average;Belgium;BEL
47.1976;1955;Aug;Average;Belgium;BEL
69.2451;1955;Sep;Average;Belgium;BEL
53.9194;1955;Oct;Average;Belgium;BEL
34.4826;1955;Nov;Average;Belgium;BEL
100.495;1955;Dec;Average;Belgium;BEL
95.6853;1956;Jan;Average;Belgium;BEL
29.8739;1956;Feb;Average;Belgium;BEL
49.4829;1956;Mar;Average;Belgium;BEL
48.0218;1956;Apr;Average;Belgium;BEL
57.2277;1956;May;Average;Belgium;BEL
80.7064;1956;Jun;Average;Belgium;BEL
76.3371;1956;Jul;Average;Belgium;BEL
113.102;1956;Aug;Average;Belgium;BEL
68.8227;1956;Sep;Average;Belgium;BEL
115.462;1956;Oct;Average;Belgium;BEL
63.252;1956;Nov;Average;Belgium;BEL
52.3199;1956;Dec;Average;Belgium;BEL
54.5963;1957;Jan;Average;Belgium;BEL
132.302;1957;Feb;Average;Belgium;BEL
51.5182;1957;Mar;Average;Belgium;BEL
31.5715;1957;Apr;Average;Belgium;BEL
57.0212;1957;May;Average;Belgium;BEL
66.2386;1957;Jun;Average;Belgium;BEL
109.09;1957;Jul;Average;Belgium;BEL
110.788;1957;Aug;Average;Belgium;BEL
145.278;1957;Sep;Average;Belgium;BEL
43.0987;1957;Oct;Average;Belgium;BEL
43.7253;1957;Nov;Average;Belgium;BEL
46.1047;1957;Dec;Average;Belgium;BEL
89.3017;1958;Jan;Average;Belgium;BEL
128.619;1958;Feb;Average;Belgium;BEL
33.7995;1958;Mar;Average;Belgium;BEL
56.861;1958;Apr;Average;Belgium;BEL
89.0076;1958;May;Average;Belgium;BEL
76.7998;1958;Jun;Average;Belgium;BEL
84.0808;1958;Jul;Average;Belgium;BEL
109.377;1958;Aug;Average;Belgium;BEL
64.2298;1958;Sep;Average;Belgium;BEL
86.8365;1958;Oct;Average;Belgium;BEL
48.8883;1958;Nov;Average;Belgium;BEL
91.0854;1958;Dec;Average;Belgium;BEL
89.6412;1959;Jan;Average;Belgium;BEL
6.04514;1959;Feb;Average;Belgium;BEL
67.9775;1959;Mar;Average;Belgium;BEL
59.8239;1959;Apr;Average;Belgium;BEL
26.962;1959;May;Average;Belgium;BEL
40.9902;1959;Jun;Average;Belgium;BEL
53.6222;1959;Jul;Average;Belgium;BEL
48.9477;1959;Aug;Average;Belgium;BEL
6.44055;1959;Sep;Average;Belgium;BEL
65.2017;1959;Oct;Average;Belgium;BEL
46.0792;1959;Nov;Average;Belgium;BEL
89.354;1959;Dec;Average;Belgium;BEL
72.1052;1960;Jan;Average;Belgium;BEL
50.0217;1960;Feb;Average;Belgium;BEL
43.2563;1960;Mar;Average;Belgium;BEL
33.9223;1960;Apr;Average;Belgium;BEL
61.4893;1960;May;Average;Belgium;BEL
66.1363;1960;Jun;Average;Belgium;BEL
112.8;1960;Jul;Average;Belgium;BEL
111.369;1960;Aug;Average;Belgium;BEL
100.176;1960;Sep;Average;Belgium;BEL
118.793;1960;Oct;Average;Belgium;BEL
114.506;1960;Nov;Average;Belgium;BEL
88.4901;1960;Dec;Average;Belgium;BEL
115.902;1961;Jan;Average;Belgium;BEL
81.2844;1961;Feb;Average;Belgium;BEL
26.3124;1961;Mar;Average;Belgium;BEL
92.6022;1961;Apr;Average;Belgium;BEL
51.625;1961;May;Average;Belgium;BEL
81.4324;1961;Jun;Average;Belgium;BEL
85.5773;1961;Jul;Average;Belgium;BEL
53.9127;1961;Aug;Average;Belgium;BEL
67.8868;1961;Sep;Average;Belgium;BEL
126.586;1961;Oct;Average;Belgium;BEL
94.0674;1961;Nov;Average;Belgium;BEL
94.7745;1961;Dec;Average;Belgium;BEL
91.9251;1962;Jan;Average;Belgium;BEL
74.0185;1962;Feb;Average;Belgium;BEL
69.0357;1962;Mar;Average;Belgium;BEL
73.3435;1962;Apr;Average;Belgium;BEL
72.6826;1962;May;Average;Belgium;BEL
11.309;1962;Jun;Average;Belgium;BEL
92.8225;1962;Jul;Average;Belgium;BEL
76.4308;1962;Aug;Average;Belgium;BEL
68.2584;1962;Sep;Average;Belgium;BEL
42.5738;1962;Oct;Average;Belgium;BEL
48.3682;1962;Nov;Average;Belgium;BEL
103.963;1962;Dec;Average;Belgium;BEL
32.7515;1963;Jan;Average;Belgium;BEL
22.924;1963;Feb;Average;Belgium;BEL
62.5925;1963;Mar;Average;Belgium;BEL
39.7387;1963;Apr;Average;Belgium;BEL
72.0512;1963;May;Average;Belgium;BEL
116.911;1963;Jun;Average;Belgium;BEL
39.6273;1963;Jul;Average;Belgium;BEL
106.795;1963;Aug;Average;Belgium;BEL
46.3149;1963;Sep;Average;Belgium;BEL
67.545;1963;Oct;Average;Belgium;BEL
113.099;1963;Nov;Average;Belgium;BEL
15.2824;1963;Dec;Average;Belgium;BEL
27.7327;1964;Jan;Average;Belgium;BEL
32.4116;1964;Feb;Average;Belgium;BEL
53.3069;1964;Mar;Average;Belgium;BEL
47.3941;1964;Apr;Average;Belgium;BEL
40.0603;1964;May;Average;Belgium;BEL
80.4668;1964;Jun;Average;Belgium;BEL
38.2579;1964;Jul;Average;Belgium;BEL
63.7749;1964;Aug;Average;Belgium;BEL
67.2984;1964;Sep;Average;Belgium;BEL
111.396;1964;Oct;Average;Belgium;BEL
99.5495;1964;Nov;Average;Belgium;BEL
87.9569;1964;Dec;Average;Belgium;BEL
112.252;1965;Jan;Average;Belgium;BEL
28.9372;1965;Feb;Average;Belgium;BEL
59.7983;1965;Mar;Average;Belgium;BEL
95.0025;1965;Apr;Average;Belgium;BEL
95.788;1965;May;Average;Belgium;BEL
67.0566;1965;Jun;Average;Belgium;BEL
133.615;1965;Jul;Average;Belgium;BEL
101.958;1965;Aug;Average;Belgium;BEL
82.7228;1965;Sep;Average;Belgium;BEL
24.975;1965;Oct;Average;Belgium;BEL
98.8496;1965;Nov;Average;Belgium;BEL
191.069;1965;Dec;Average;Belgium;BEL
52.1321;1966;Jan;Average;Belgium;BEL
88.3406;1966;Feb;Average;Belgium;BEL
73.8519;1966;Mar;Average;Belgium;BEL
83.9525;1966;Apr;Average;Belgium;BEL
56.0927;1966;May;Average;Belgium;BEL
124.342;1966;Jun;Average;Belgium;BEL
111.832;1966;Jul;Average;Belgium;BEL
89.7451;1966;Aug;Average;Belgium;BEL
34.1141;1966;Sep;Average;Belgium;BEL
112.855;1966;Oct;Average;Belgium;BEL
116.293;1966;Nov;Average;Belgium;BEL
169.823;1966;Dec;Average;Belgium;BEL
44.7488;1967;Jan;Average;Belgium;BEL
61.7035;1967;Feb;Average;Belgium;BEL
57.953;1967;Mar;Average;Belgium;BEL
44.5939;1967;Apr;Average;Belgium;BEL
76.2112;1967;May;Average;Belgium;BEL
40.377;1967;Jun;Average;Belgium;BEL
46.2149;1967;Jul;Average;Belgium;BEL
70.6273;1967;Aug;Average;Belgium;BEL
78.71;1967;Sep;Average;Belgium;BEL
93.9596;1967;Oct;Average;Belgium;BEL
77.6469;1967;Nov;Average;Belgium;BEL
103.982;1967;Dec;Average;Belgium;BEL
92.1095;1968;Jan;Average;Belgium;BEL
61.888;1968;Feb;Average;Belgium;BEL
56.6965;1968;Mar;Average;Belgium;BEL
26.3038;1968;Apr;Average;Belgium;BEL
53.0923;1968;May;Average;Belgium;BEL
60.5628;1968;Jun;Average;Belgium;BEL
106.232;1968;Jul;Average;Belgium;BEL
96.5727;1968;Aug;Average;Belgium;BEL
115.294;1968;Sep;Average;Belgium;BEL
54.301;1968;Oct;Average;Belgium;BEL
34.0554;1968;Nov;Average;Belgium;BEL
53.2573;1968;Dec;Average;Belgium;BEL
46.5634;1969;Jan;Average;Belgium;BEL
69.7363;1969;Feb;Average;Belgium;BEL
62.112;1969;Mar;Average;Belgium;BEL
68.7577;1969;Apr;Average;Belgium;BEL
84.9127;1969;May;Average;Belgium;BEL
82.0885;1969;Jun;Average;Belgium;BEL
64.7329;1969;Jul;Average;Belgium;BEL
129.108;1969;Aug;Average;Belgium;BEL
20.4968;1969;Sep;Average;Belgium;BEL
8.57803;1969;Oct;Average;Belgium;BEL
110.927;1969;Nov;Average;Belgium;BEL
47.8235;1969;Dec;Average;Belgium;BEL
56.956;1970;Jan;Average;Belgium;BEL
128.552;1970;Feb;Average;Belgium;BEL
83.5758;1970;Mar;Average;Belgium;BEL
87.108;1970;Apr;Average;Belgium;BEL
53.5375;1970;May;Average;Belgium;BEL
42.9177;1970;Jun;Average;Belgium;BEL
88.8693;1970;Jul;Average;Belgium;BEL
57.2845;1970;Aug;Average;Belgium;BEL
64.6061;1970;Sep;Average;Belgium;BEL
71.1299;1970;Oct;Average;Belgium;BEL
77.5038;1970;Nov;Average;Belgium;BEL
40.3856;1970;Dec;Average;Belgium;BEL
62.8027;1971;Jan;Average;Belgium;BEL
43.0237;1971;Feb;Average;Belgium;BEL
38.3265;1971;Mar;Average;Belgium;BEL
29.6853;1971;Apr;Average;Belgium;BEL
82.9311;1971;May;Average;Belgium;BEL
118.502;1971;Jun;Average;Belgium;BEL
38.5488;1971;Jul;Average;Belgium;BEL
59.9165;1971;Aug;Average;Belgium;BEL
20.7243;1971;Sep;Average;Belgium;BEL
29.6455;1971;Oct;Average;Belgium;BEL
103.857;1971;Nov;Average;Belgium;BEL
19.6227;1971;Dec;Average;Belgium;BEL
53.0428;1972;Jan;Average;Belgium;BEL
33.5344;1972;Feb;Average;Belgium;BEL
50.7673;1972;Mar;Average;Belgium;BEL
73.6038;1972;Apr;Average;Belgium;BEL
94.363;1972;May;Average;Belgium;BEL
67.2634;1972;Jun;Average;Belgium;BEL
95.4139;1972;Jul;Average;Belgium;BEL
72.7389;1972;Aug;Average;Belgium;BEL
62.6468;1972;Sep;Average;Belgium;BEL
29.7026;1972;Oct;Average;Belgium;BEL
88.8936;1972;Nov;Average;Belgium;BEL
28.8096;1972;Dec;Average;Belgium;BEL
31.9191;1973;Jan;Average;Belgium;BEL
66.4496;1973;Feb;Average;Belgium;BEL
18.9514;1973;Mar;Average;Belgium;BEL
71.9589;1973;Apr;Average;Belgium;BEL
91.2249;1973;May;Average;Belgium;BEL
38.6386;1973;Jun;Average;Belgium;BEL
74.8288;1973;Jul;Average;Belgium;BEL
29.5137;1973;Aug;Average;Belgium;BEL
77.1916;1973;Sep;Average;Belgium;BEL
70.6724;1973;Oct;Average;Belgium;BEL
74.3949;1973;Nov;Average;Belgium;BEL
71.0644;1973;Dec;Average;Belgium;BEL
66.2111;1974;Jan;Average;Belgium;BEL
55.5282;1974;Feb;Average;Belgium;BEL
65.2048;1974;Mar;Average;Belgium;BEL
21.8656;1974;Apr;Average;Belgium;BEL
44.1719;1974;May;Average;Belgium;BEL
74.3432;1974;Jun;Average;Belgium;BEL
79.0988;1974;Jul;Average;Belgium;BEL
78.0266;1974;Aug;Average;Belgium;BEL
140.465;1974;Sep;Average;Belgium;BEL
171.282;1974;Oct;Average;Belgium;BEL
126.569;1974;Nov;Average;Belgium;BEL
112.496;1974;Dec;Average;Belgium;BEL
81.9469;1975;Jan;Average;Belgium;BEL
19.8727;1975;Feb;Average;Belgium;BEL
105.822;1975;Mar;Average;Belgium;BEL
58.5837;1975;Apr;Average;Belgium;BEL
33.0582;1975;May;Average;Belgium;BEL
55.6262;1975;Jun;Average;Belgium;BEL
64.3773;1975;Jul;Average;Belgium;BEL
67.334;1975;Aug;Average;Belgium;BEL
84.4357;1975;Sep;Average;Belgium;BEL
17.1328;1975;Oct;Average;Belgium;BEL
108.058;1975;Nov;Average;Belgium;BEL
34.8188;1975;Dec;Average;Belgium;BEL
71.4051;1976;Jan;Average;Belgium;BEL
34.2139;1976;Feb;Average;Belgium;BEL
30.6171;1976;Mar;Average;Belgium;BEL
15.5238;1976;Apr;Average;Belgium;BEL
36.5159;1976;May;Average;Belgium;BEL
14.0125;1976;Jun;Average;Belgium;BEL
60.7818;1976;Jul;Average;Belgium;BEL
15.7756;1976;Aug;Average;Belgium;BEL
72.8989;1976;Sep;Average;Belgium;BEL
54.3753;1976;Oct;Average;Belgium;BEL
98.8728;1976;Nov;Average;Belgium;BEL
53.9316;1976;Dec;Average;Belgium;BEL
73.6566;1977;Jan;Average;Belgium;BEL
95.526;1977;Feb;Average;Belgium;BEL
62.1399;1977;Mar;Average;Belgium;BEL
77.1603;1977;Apr;Average;Belgium;BEL
57.9456;1977;May;Average;Belgium;BEL
99.7399;1977;Jun;Average;Belgium;BEL
71.0529;1977;Jul;Average;Belgium;BEL
80.55;1977;Aug;Average;Belgium;BEL
26.4622;1977;Sep;Average;Belgium;BEL
43.0059;1977;Oct;Average;Belgium;BEL
137.083;1977;Nov;Average;Belgium;BEL
62.1914;1977;Dec;Average;Belgium;BEL
64.1734;1978;Jan;Average;Belgium;BEL
38.6782;1978;Feb;Average;Belgium;BEL
100.34;1978;Mar;Average;Belgium;BEL
43.1179;1978;Apr;Average;Belgium;BEL
82.7565;1978;May;Average;Belgium;BEL
89.267;1978;Jun;Average;Belgium;BEL
76.5389;1978;Jul;Average;Belgium;BEL
39.781;1978;Aug;Average;Belgium;BEL
60.1411;1978;Sep;Average;Belgium;BEL
25.8797;1978;Oct;Average;Belgium;BEL
27.9398;1978;Nov;Average;Belgium;BEL
120.489;1978;Dec;Average;Belgium;BEL
58.0825;1979;Jan;Average;Belgium;BEL
57.082;1979;Feb;Average;Belgium;BEL
131.572;1979;Mar;Average;Belgium;BEL
71.2947;1979;Apr;Average;Belgium;BEL
88.5044;1979;May;Average;Belgium;BEL
60.2744;1979;Jun;Average;Belgium;BEL
34.2793;1979;Jul;Average;Belgium;BEL
86.3846;1979;Aug;Average;Belgium;BEL
23.3657;1979;Sep;Average;Belgium;BEL
58.9153;1979;Oct;Average;Belgium;BEL
109.416;1979;Nov;Average;Belgium;BEL
138.806;1979;Dec;Average;Belgium;BEL
55.39;1980;Jan;Average;Belgium;BEL
61.2407;1980;Feb;Average;Belgium;BEL
87.6429;1980;Mar;Average;Belgium;BEL
44.8134;1980;Apr;Average;Belgium;BEL
57.3092;1980;May;Average;Belgium;BEL
99.9553;1980;Jun;Average;Belgium;BEL
176.095;1980;Jul;Average;Belgium;BEL
65.2745;1980;Aug;Average;Belgium;BEL
31.4025;1980;Sep;Average;Belgium;BEL
95.0766;1980;Oct;Average;Belgium;BEL
63.2532;1980;Nov;Average;Belgium;BEL
93.2946;1980;Dec;Average;Belgium;BEL
106.699;1981;Jan;Average;Belgium;BEL
43.2336;1981;Feb;Average;Belgium;BEL
107.613;1981;Mar;Average;Belgium;BEL
42.353;1981;Apr;Average;Belgium;BEL
90.4367;1981;May;Average;Belgium;BEL
121.627;1981;Jun;Average;Belgium;BEL
67.3519;1981;Jul;Average;Belgium;BEL
55.3786;1981;Aug;Average;Belgium;BEL
73.9605;1981;Sep;Average;Belgium;BEL
155.571;1981;Oct;Average;Belgium;BEL
78.3883;1981;Nov;Average;Belgium;BEL
116.713;1981;Dec;Average;Belgium;BEL
70.7623;1982;Jan;Average;Belgium;BEL
18.1431;1982;Feb;Average;Belgium;BEL
70.1029;1982;Mar;Average;Belgium;BEL
38.9702;1982;Apr;Average;Belgium;BEL
77.6858;1982;May;Average;Belgium;BEL
106.935;1982;Jun;Average;Belgium;BEL
44.2896;1982;Jul;Average;Belgium;BEL
66.3597;1982;Aug;Average;Belgium;BEL
55.944;1982;Sep;Average;Belgium;BEL
141.773;1982;Oct;Average;Belgium;BEL
74.3987;1982;Nov;Average;Belgium;BEL
100.52;1982;Dec;Average;Belgium;BEL
92.3689;1983;Jan;Average;Belgium;BEL
58.2619;1983;Feb;Average;Belgium;BEL
78.6111;1983;Mar;Average;Belgium;BEL
94.9736;1983;Apr;Average;Belgium;BEL
124.215;1983;May;Average;Belgium;BEL
85.2675;1983;Jun;Average;Belgium;BEL
39.2297;1983;Jul;Average;Belgium;BEL
28.4804;1983;Aug;Average;Belgium;BEL
76.8851;1983;Sep;Average;Belgium;BEL
45.3107;1983;Oct;Average;Belgium;BEL
65.877;1983;Nov;Average;Belgium;BEL
55.6688;1983;Dec;Average;Belgium;BEL
143.179;1984;Jan;Average;Belgium;BEL
86.6275;1984;Feb;Average;Belgium;BEL
51.9375;1984;Mar;Average;Belgium;BEL
27.6966;1984;Apr;Average;Belgium;BEL
120.148;1984;May;Average;Belgium;BEL
46.4287;1984;Jun;Average;Belgium;BEL
55.6179;1984;Jul;Average;Belgium;BEL
33.4388;1984;Aug;Average;Belgium;BEL
160.31;1984;Sep;Average;Belgium;BEL
111.777;1984;Oct;Average;Belgium;BEL
84.9281;1984;Nov;Average;Belgium;BEL
43.3853;1984;Dec;Average;Belgium;BEL
71.6963;1985;Jan;Average;Belgium;BEL
20.5636;1985;Feb;Average;Belgium;BEL
80.4413;1985;Mar;Average;Belgium;BEL
85.2953;1985;Apr;Average;Belgium;BEL
60.6152;1985;May;Average;Belgium;BEL
112.553;1985;Jun;Average;Belgium;BEL
66.0541;1985;Jul;Average;Belgium;BEL
70.5574;1985;Aug;Average;Belgium;BEL
37.8754;1985;Sep;Average;Belgium;BEL
22.9776;1985;Oct;Average;Belgium;BEL
70.9074;1985;Nov;Average;Belgium;BEL
71.1749;1985;Dec;Average;Belgium;BEL
129.492;1986;Jan;Average;Belgium;BEL
6.98305;1986;Feb;Average;Belgium;BEL
114.391;1986;Mar;Average;Belgium;BEL
68.5622;1986;Apr;Average;Belgium;BEL
58.3928;1986;May;Average;Belgium;BEL
83.6659;1986;Jun;Average;Belgium;BEL
47.2003;1986;Jul;Average;Belgium;BEL
75.089;1986;Aug;Average;Belgium;BEL
70.0959;1986;Sep;Average;Belgium;BEL
110.289;1986;Oct;Average;Belgium;BEL
70.5691;1986;Nov;Average;Belgium;BEL
103.606;1986;Dec;Average;Belgium;BEL
44.664;1987;Jan;Average;Belgium;BEL
71.7366;1987;Feb;Average;Belgium;BEL
97.0507;1987;Mar;Average;Belgium;BEL
33.5421;1987;Apr;Average;Belgium;BEL
83.4201;1987;May;Average;Belgium;BEL
124.075;1987;Jun;Average;Belgium;BEL
123.376;1987;Jul;Average;Belgium;BEL
81.6746;1987;Aug;Average;Belgium;BEL
66.0654;1987;Sep;Average;Belgium;BEL
109.244;1987;Oct;Average;Belgium;BEL
105.216;1987;Nov;Average;Belgium;BEL
32.4212;1987;Dec;Average;Belgium;BEL
135.484;1988;Jan;Average;Belgium;BEL
101.803;1988;Feb;Average;Belgium;BEL
146.19;1988;Mar;Average;Belgium;BEL
22.6227;1988;Apr;Average;Belgium;BEL
91.6145;1988;May;Average;Belgium;BEL
31.5436;1988;Jun;Average;Belgium;BEL
131.39;1988;Jul;Average;Belgium;BEL
52.8221;1988;Aug;Average;Belgium;BEL
79.0016;1988;Sep;Average;Belgium;BEL
88.2357;1988;Oct;Average;Belgium;BEL
55.4565;1988;Nov;Average;Belgium;BEL
89.4377;1988;Dec;Average;Belgium;BEL
33.7589;1989;Jan;Average;Belgium;BEL
62.3173;1989;Feb;Average;Belgium;BEL
87.6147;1989;Mar;Average;Belgium;BEL
113.062;1989;Apr;Average;Belgium;BEL
24.9319;1989;May;Average;Belgium;BEL
67.6525;1989;Jun;Average;Belgium;BEL
44.4036;1989;Jul;Average;Belgium;BEL
49.0666;1989;Aug;Average;Belgium;BEL
61.5884;1989;Sep;Average;Belgium;BEL
77.9808;1989;Oct;Average;Belgium;BEL
31.7439;1989;Nov;Average;Belgium;BEL
106.825;1989;Dec;Average;Belgium;BEL
66.102;1990;Jan;Average;Belgium;BEL
108.668;1990;Feb;Average;Belgium;BEL
28.1148;1990;Mar;Average;Belgium;BEL
54.0856;1990;Apr;Average;Belgium;BEL
20.7474;1990;May;Average;Belgium;BEL
97.1315;1990;Jun;Average;Belgium;BEL
35.1978;1990;Jul;Average;Belgium;BEL
64.9098;1990;Aug;Average;Belgium;BEL
62.4678;1990;Sep;Average;Belgium;BEL
71.7128;1990;Oct;Average;Belgium;BEL
76.7794;1990;Nov;Average;Belgium;BEL
98.2554;1990;Dec;Average;Belgium;BEL
80.0059;1991;Jan;Average;Belgium;BEL
31.0636;1991;Feb;Average;Belgium;BEL
39.5761;1991;Mar;Average;Belgium;BEL
54.6013;1991;Apr;Average;Belgium;BEL
27.1569;1991;May;Average;Belgium;BEL
106.52;1991;Jun;Average;Belgium;BEL
95.8467;1991;Jul;Average;Belgium;BEL
16.5234;1991;Aug;Average;Belgium;BEL
55.9741;1991;Sep;Average;Belgium;BEL
45.0751;1991;Oct;Average;Belgium;BEL
133.993;1991;Nov;Average;Belgium;BEL
68.6794;1991;Dec;Average;Belgium;BEL
30.399;1992;Jan;Average;Belgium;BEL
38.8439;1992;Feb;Average;Belgium;BEL
89.4756;1992;Mar;Average;Belgium;BEL
56.3691;1992;Apr;Average;Belgium;BEL
51.372;1992;May;Average;Belgium;BEL
96.2074;1992;Jun;Average;Belgium;BEL
80.0288;1992;Jul;Average;Belgium;BEL
115.756;1992;Aug;Average;Belgium;BEL
48.8116;1992;Sep;Average;Belgium;BEL
94.9593;1992;Oct;Average;Belgium;BEL
103.794;1992;Nov;Average;Belgium;BEL
73.4038;1992;Dec;Average;Belgium;BEL
97.8052;1993;Jan;Average;Belgium;BEL
26.5342;1993;Feb;Average;Belgium;BEL
8.55653;1993;Mar;Average;Belgium;BEL
48.34;1993;Apr;Average;Belgium;BEL
76.3599;1993;May;Average;Belgium;BEL
57.8767;1993;Jun;Average;Belgium;BEL
118.34;1993;Jul;Average;Belgium;BEL
34.749;1993;Aug;Average;Belgium;BEL
130.784;1993;Sep;Average;Belgium;BEL
90.4942;1993;Oct;Average;Belgium;BEL
49.7856;1993;Nov;Average;Belgium;BEL
191.497;1993;Dec;Average;Belgium;BEL
100.628;1994;Jan;Average;Belgium;BEL
41.4704;1994;Feb;Average;Belgium;BEL
85.0352;1994;Mar;Average;Belgium;BEL
66.8386;1994;Apr;Average;Belgium;BEL
79.476;1994;May;Average;Belgium;BEL
55.9798;1994;Jun;Average;Belgium;BEL
48.7663;1994;Jul;Average;Belgium;BEL
67.726;1994;Aug;Average;Belgium;BEL
117.76;1994;Sep;Average;Belgium;BEL
76.4668;1994;Oct;Average;Belgium;BEL
45.0552;1994;Nov;Average;Belgium;BEL
107.693;1994;Dec;Average;Belgium;BEL
157.077;1995;Jan;Average;Belgium;BEL
98.7504;1995;Feb;Average;Belgium;BEL
85.9737;1995;Mar;Average;Belgium;BEL
47.8529;1995;Apr;Average;Belgium;BEL
54.2766;1995;May;Average;Belgium;BEL
57.6107;1995;Jun;Average;Belgium;BEL
55.3122;1995;Jul;Average;Belgium;BEL
31.5944;1995;Aug;Average;Belgium;BEL
96.4938;1995;Sep;Average;Belgium;BEL
25.8594;1995;Oct;Average;Belgium;BEL
44.9331;1995;Nov;Average;Belgium;BEL
63.253;1995;Dec;Average;Belgium;BEL
14.5813;1996;Jan;Average;Belgium;BEL
66.8887;1996;Feb;Average;Belgium;BEL
24.3381;1996;Mar;Average;Belgium;BEL
7.90222;1996;Apr;Average;Belgium;BEL
77.5686;1996;May;Average;Belgium;BEL
27.4932;1996;Jun;Average;Belgium;BEL
46.6947;1996;Jul;Average;Belgium;BEL
99.2917;1996;Aug;Average;Belgium;BEL
42.4868;1996;Sep;Average;Belgium;BEL
66.8134;1996;Oct;Average;Belgium;BEL
117.945;1996;Nov;Average;Belgium;BEL
43.8983;1996;Dec;Average;Belgium;BEL
10.1851;1997;Jan;Average;Belgium;BEL
97.0374;1997;Feb;Average;Belgium;BEL
28.5528;1997;Mar;Average;Belgium;BEL
30.9063;1997;Apr;Average;Belgium;BEL
94.7371;1997;May;Average;Belgium;BEL
126.91;1997;Jun;Average;Belgium;BEL
62.0991;1997;Jul;Average;Belgium;BEL
52.9485;1997;Aug;Average;Belgium;BEL
22.1603;1997;Sep;Average;Belgium;BEL
83.5908;1997;Oct;Average;Belgium;BEL
83.033;1997;Nov;Average;Belgium;BEL
89.2843;1997;Dec;Average;Belgium;BEL
80.3103;1998;Jan;Average;Belgium;BEL
14.9442;1998;Feb;Average;Belgium;BEL
77.0793;1998;Mar;Average;Belgium;BEL
109.327;1998;Apr;Average;Belgium;BEL
45.3084;1998;May;Average;Belgium;BEL
108.442;1998;Jun;Average;Belgium;BEL
53.5932;1998;Jul;Average;Belgium;BEL
49.3356;1998;Aug;Average;Belgium;BEL
128.815;1998;Sep;Average;Belgium;BEL
164.706;1998;Oct;Average;Belgium;BEL
91.067;1998;Nov;Average;Belgium;BEL
75.0197;1998;Dec;Average;Belgium;BEL
100.221;1999;Jan;Average;Belgium;BEL
71.2219;1999;Feb;Average;Belgium;BEL
82.3445;1999;Mar;Average;Belgium;BEL
66.8001;1999;Apr;Average;Belgium;BEL
51.0547;1999;May;Average;Belgium;BEL
87.1192;1999;Jun;Average;Belgium;BEL
44.6536;1999;Jul;Average;Belgium;BEL
